imei,latitude,longitude
8.68E+14,116.323432,39.922849
8.68E+14,116.323432,39.922849
8.68E+14,116.433494,39.941138
8.68E+14,116.434638,39.924593
8.68E+14,116.405285,39.90499
8.69E+14,116.498382,40.058234
8.69E+14,115.985006,40.465325
8.69E+14,116.497013,39.866141
8.69E+14,116.345366,39.783
8.70E+14,116.330494,39.832317
8.70E+14,116.489745,39.890881
8.70E+14,116.033198,39.610664
8.70E+14,116.330494,39.832317
8.70E+14,116.033198,39.610664
8.70E+14,116.489745,39.890881
8.70E+14,116.59554,39.909719
8.70E+14,116.59554,39.909719
8.70E+14,116.330494,39.832317
8.70E+14,116.489745,39.890881
8.70E+14,116.345739,39.725291
8.70E+14,116.464795,39.723481
8.70E+14,116.413442,39.908614
8.70E+14,116.413442,39.908614
8.70E+14,116.409256,39.908098
8.70E+14,116.405285,39.90499
8.70E+14,116.395141,40.178458
8.70E+14,116.204856,39.919295
891e1a0b132b31ddf94043f21a3e4212,116.455543,39.935428
8b74ba3f6ba89addeae18279d6d93ddf,116.316924,39.908484
8b74ba3f6ba89addeae18279d6d93ddf,116.346499,39.906168
8b74ba3f6ba89addeae18279d6d93ddf,116.316924,39.908484
8b74ba3f6ba89addeae18279d6d93ddf,116.316924,39.908484
8c255a79c24e6e1763ba41736bcb17ef,116.276271,39.931591
8c255a79c24e6e1763ba41736bcb17ef,116.276271,39.931591
92df30b140bd1418c04fa98c86f9881e,116.414765,40.092053
933fde572fe5f334b0bb271bab00553d,116.434418,39.990957
933fde572fe5f334b0bb271bab00553d,116.247156,40.220936
933fde572fe5f334b0bb271bab00553d,116.434418,39.990957
933fde572fe5f334b0bb271bab00553d,116.377528,40.03585
95c07081052dce7186f9d35ae15e346c,116.692873,39.91616
95c07081052dce7186f9d35ae15e346c,116.303389,39.763757
9.90E+14,116.31265,39.880405
9.90E+14,116.204311,40.105282
9.90E+13,116.413596,39.873732
9.90E+13,116.318713,39.976592
9.90E+13,116.188934,39.935187
9.90E+13,116.318713,39.976592
9.90E+13,116.318713,39.976592
9.90E+13,116.188934,39.935187
9.90E+13,116.507248,39.873967
9.90E+13,116.318713,39.976592
9.90E+13,116.318713,39.976592
9AFD6ABA-21D4-4B7E-8425-4D0217073497,116.405285,39.90499
A0000029CB5BC1,116.235905,40.218083
A000002A585EA2,116.46188,40.000626
A000002A585EA2,116.461599,40.000626
A000002C2BD6A3,116.556571,39.912784
A000002C8E7B7C,116.362842,39.904901
A000002EA8326D,116.342564,40.009482
A000002EA8326D,116.346318,40.015874
A000002EA8326D,116.568239,39.646551
A000002EA8326D,116.568239,39.646551
A000002EA8326D,116.346318,40.015874
A000002EA8326D,116.346318,40.015874
A0000030729585,116.356012,39.923497
A0000030729585,116.35201,39.92464
A0000030729585,116.356012,39.923497
A0000030FD3ED2,116.440647,39.91472
A0000030FD3ED2,116.644399,40.060106
A0000032815035,116.781631,39.664416
A0000032815035,116.781631,39.664416
A0000032815035,116.781631,39.664416
A0000037DBBC24,116.471797,40.013115
A0000037DBBC24,116.471797,40.013115
A0000037DBBC24,116.448618,39.907623
A0000037DBBC24,116.450424,39.908456
A0000040C700FE,116.428677,40.101962
A0000040E267A8,116.426837,40.02221
A0000040E267A8,116.593359,39.915029
A0000043E8EE2A,116.553252,39.868568
A0000043E8EE2A,116.552537,39.862831
A0000043EF9DC9,116.479015,39.988417
A0000043EF9DC9,116.479015,39.988417
A0000043EF9DC9,116.479015,39.988417
A0000043EF9DC9,116.479015,39.988417
A0000043EF9DC9,116.479015,39.988417
A0000044C7E3A2,116.382898,39.869947
A0000044F49B48,116.642733,39.884031
A1000030D3935E,116.287124,40.014035
AB2EE62D-ABAD-4FF8-93FD-8C0A7531D9D6,116.366802,40.114783
ADA22272-85F4-47CB-B0FF-E42548BDF0C5,116.624632,39.894529
BAD84AFE-D7EA-43AF-8602-39D6E2783CD2,116.333673,40.07705
C205A2B5-3A74-4A22-BB62-E6392AE24D98,116.326774,39.850729
CCFF8251-4B14-4041-88B9-26772839BA57,116.292329,39.942488
CE543B1B-C902-4AFA-ACD9-5A2EC2D7F6BC,116.358117,39.962802
ECF318ED-5329-417F-BEAF-E026031924D0,116.442352,39.794602
ECF318ED-5329-417F-BEAF-E026031924D0,116.418413,40.026853
ECF318ED-5329-417F-BEAF-E026031924D0,116.521299,39.782875
ECF318ED-5329-417F-BEAF-E026031924D0,116.56152,39.817072
ECF318ED-5329-417F-BEAF-E026031924D0,116.695664,39.866341
ECF318ED-5329-417F-BEAF-E026031924D0,116.513613,39.792912
ECF318ED-5329-417F-BEAF-E026031924D0,116.622587,39.849087
ECF318ED-5329-417F-BEAF-E026031924D0,116.572081,39.763432
F846D786-97E0-45D0-B7AF-53B666B0DE1E,115.537525,39.735875
FC8E3B6F-4F13-4BE2-A22A-993FEEFA9B32,116.439459,40.030643
a00000339d9827,117.041972,40.145244
a00000339d9827,117.041972,40.145244
a00000362fe5d0,116.343002,39.922891
a0187630e9445f240d4748847dd76e8e,116.251691,40.660074
a10000231352e1,116.456612,39.862845
a1000036c0af67,116.593274,39.641523
a1000036c0af67,116.593274,39.641523
a1000036c0af67,116.431136,39.94089
a332f7f42bbc8c655a9c427c2ce897a6,116.196245,39.945924
a332f7f42bbc8c655a9c427c2ce897a6,116.191324,39.907712
a3770b4b36dad0628ccd46a14a9c2f27,116.471115,39.931343
a52d2c5f23d6894d02cf1e64fb81d6ce,116.353792,39.993868
a52d2c5f23d6894d02cf1e64fb81d6ce,116.33763,39.992926
a52d2c5f23d6894d02cf1e64fb81d6ce,116.324431,40.000957
a557348678d8426d8d601654a22cb43c,116.662797,39.866382
a557348678d8426d8d601654a22cb43c,116.461164,39.907464
a57eaef5a5355f66,116.302822,39.880323
a57eaef5a5355f66,116.355424,39.940477
a7284b97c2b8b6e4d8946b191eb23d64,116.36655,39.868609
a7284b97c2b8b6e4d8946b191eb23d64,116.36655,39.868609
a7284b97c2b8b6e4d8946b191eb23d64,116.36655,39.868609
a7284b97c2b8b6e4d8946b191eb23d64,116.36655,39.868609
a7284b97c2b8b6e4d8946b191eb23d64,116.318026,39.852646
a7284b97c2b8b6e4d8946b191eb23d64,116.436919,39.939078
